0.62915,1.8631
-0.18125,-0.50198
-0.47725,0.23477
0.79512,2.715
0.79101,2.2575
-0.51073,0.74097
0.39362,1.156
0.18127,0.54786
0.91691,3.0998
-0.39562,-0.14392
-0.41713,0.074486
0.092229,0.088894
0.71382,2.104
0.12205,0.3901
0.78163,2.5018
0.55309,1.9225
-0.11464,-0.27038
0.038848,0.1686
0.97801,3.2793
-0.37034,-0.34518
-0.39403,-0.19338
-0.43596,-0.004611
-0.38017,-0.053475
-0.46512,0.22445
0.80293,2.6429
0.71318,2.0296
-0.70551,2.4463
-0.4162,0.17833
-0.36511,0.11849
-0.47994,0.54856
0.54029,1.7744
0.81425,2.7811
0.43166,1.3579
-0.52412,0.6202
0.73466,2.2492
-0.21154,-0.54499
0.35992,0.97067
-0.47836,0.49875
0.63038,2.0645
0.76873,2.3722
-0.18477,-0.30451
0.91362,2.7418
0.92921,2.8567
0.84909,2.4534
0.17159,0.6215
-0.69467,2.4342
-0.52314,0.63179
0.33629,1.1306
-0.079003,-0.21793
0.089114,0.43429
0.53491,1.8215
0.59323,1.7665
-0.44322,0.12505
-0.16351,-0.29327
0.56438,1.6893
-0.90971,6.8881
0.37618,1.0059
-0.70565,2.6838
-0.61306,1.3258
0.37438,1.0819
0.21842,0.6145
-0.40714,0.16679
-0.5391,0.70193
0.74275,2.0833
-0.086785,-0.27634
-0.48842,0.41853
0.81562,2.3894
-0.78514,3.9537
-0.46566,0.12268
0.40117,1.237
0.49388,1.6838
0.71166,1.9792
0.21777,0.63605
0.26557,0.98202
-0.73102,3.062
-0.26875,-0.24882
-0.57595,1.0075
-0.92611,7.1012
0.13753,0.14689
0.77228,2.5205
0.76559,2.1563
0.81577,2.6136
0.49021,1.4652
0.31472,1.072
-0.85952,5.4414
-0.35489,0.080513
0.51234,1.7731
-0.84385,5.0536
-0.75291,3.5211
-0.93653,7.7931
-0.8973,6.4672
0.99217,3.3748
0.36649,1.1998
0.37315,1.3135
-0.41282,-0.0020289
-0.51491,0.51903
0.64633,2.0698
0.10786,0.20902
0.66817,2.2372
0.063092,0.27969
